state,country,date,recovered
Queensland,Australia,5/4/20,980
Queensland,Australia,5/5/20,985
Queensland,Australia,5/6/20,989
Queensland,Australia,5/7/20,994
Queensland,Australia,5/8/20,1019
Queensland,Australia,5/9/20,1019
Queensland,Australia,5/10/20,1021
Queensland,Australia,5/11/20,1027
Queensland,Australia,5/12/20,1028
Queensland,Australia,5/13/20,1030
Queensland,Australia,5/14/20,1031
Queensland,Australia,5/15/20,1036
Queensland,Australia,5/16/20,1037
Queensland,Australia,5/17/20,1038
Queensland,Australia,5/18/20,1039
Queensland,Australia,5/19/20,1040
Queensland,Australia,5/20/20,1040
Queensland,Australia,5/21/20,1040
Queensland,Australia,5/22/20,1041
Queensland,Australia,5/23/20,1041
Queensland,Australia,5/24/20,1038
Queensland,Australia,5/25/20,1039
Queensland,Australia,5/26/20,1044
Queensland,Australia,5/27/20,1045
Queensland,Australia,5/28/20,1045
Queensland,Australia,5/29/20,1045
Queensland,Australia,5/30/20,1046
Queensland,Australia,5/31/20,1046
Queensland,Australia,6/1/20,1048
Queensland,Australia,6/2/20,1047
Queensland,Australia,6/3/20,1046
Queensland,Australia,6/4/20,1049
Queensland,Australia,6/5/20,1049
Queensland,Australia,6/6/20,1050
Queensland,Australia,6/7/20,1050
Queensland,Australia,6/8/20,1051
Queensland,Australia,6/9/20,1051
Queensland,Australia,6/10/20,1051
Queensland,Australia,6/11/20,1051
Queensland,Australia,6/12/20,1051
Queensland,Australia,6/13/20,1051
Queensland,Australia,6/14/20,1051
Queensland,Australia,6/15/20,1051
Queensland,Australia,6/16/20,1052
Queensland,Australia,6/17/20,1052
Queensland,Australia,6/18/20,1053
Queensland,Australia,6/19/20,1053
Queensland,Australia,6/20/20,1053
Queensland,Australia,6/21/20,1053
Queensland,Australia,6/22/20,1053
Queensland,Australia,6/23/20,1053
Queensland,Australia,6/24/20,1054
Queensland,Australia,6/25/20,1054
Queensland,Australia,6/26/20,1054
Queensland,Australia,6/27/20,1054
Queensland,Australia,6/28/20,1054
Queensland,Australia,6/29/20,1054
Queensland,Australia,6/30/20,1054
Queensland,Australia,7/1/20,1054
Queensland,Australia,7/2/20,1054
Queensland,Australia,7/3/20,1055
Queensland,Australia,7/4/20,1055
Queensland,Australia,7/5/20,1055
Queensland,Australia,7/6/20,1055
Queensland,Australia,7/7/20,1056
Queensland,Australia,7/8/20,1057
Queensland,Australia,7/9/20,1057
Queensland,Australia,7/10/20,1058
Queensland,Australia,7/11/20,1058
Queensland,Australia,7/12/20,1058
Queensland,Australia,7/13/20,1058
Queensland,Australia,7/14/20,1058
Queensland,Australia,7/15/20,1058
Queensland,Australia,7/16/20,1058
Queensland,Australia,7/17/20,1059
Queensland,Australia,7/18/20,1060
Queensland,Australia,7/19/20,1061
Queensland,Australia,7/20/20,1061
Queensland,Australia,7/21/20,1062
Queensland,Australia,7/22/20,1063
Queensland,Australia,7/23/20,1063
Queensland,Australia,7/24/20,1063
Queensland,Australia,7/25/20,1063
Queensland,Australia,7/26/20,1063
Queensland,Australia,7/27/20,1063
Queensland,Australia,7/28/20,1063
Queensland,Australia,7/29/20,1065
Queensland,Australia,7/30/20,1066
Queensland,Australia,7/31/20,1066
Queensland,Australia,8/1/20,1066
Queensland,Australia,8/2/20,1067
Queensland,Australia,8/3/20,1067
Queensland,Australia,8/4/20,1069
Queensland,Australia,8/5/20,1069
Queensland,Australia,8/6/20,1069
Queensland,Australia,8/7/20,1071
Queensland,Australia,8/8/20,1071
Queensland,Australia,8/9/20,1072
Queensland,Australia,8/10/20,1075
Queensland,Australia,8/11/20,1076
Queensland,Australia,8/12/20,1076
Queensland,Australia,8/13/20,1076
South Australia,Australia,1/22/20,0
South Australia,Australia,1/23/20,0
South Australia,Australia,1/24/20,0
South Australia,Australia,1/25/20,0
South Australia,Australia,1/26/20,0
South Australia,Australia,1/27/20,0
South Australia,Australia,1/28/20,0
South Australia,Australia,1/29/20,0
South Australia,Australia,1/30/20,0
South Australia,Australia,1/31/20,0
South Australia,Australia,2/1/20,0
South Australia,Australia,2/2/20,0
South Australia,Australia,2/3/20,0
South Australia,Australia,2/4/20,0
South Australia,Australia,2/5/20,0
South Australia,Australia,2/6/20,0
South Australia,Australia,2/7/20,0
South Australia,Australia,2/8/20,0
South Australia,Australia,2/9/20,0
South Australia,Australia,2/10/20,0
South Australia,Australia,2/11/20,0
South Australia,Australia,2/12/20,0
South Australia,Australia,2/13/20,0
South Australia,Australia,2/14/20,0
South Australia,Australia,2/15/20,0
South Australia,Australia,2/16/20,0
South Australia,Australia,2/17/20,2
South Australia,Australia,2/18/20,2
South Australia,Australia,2/19/20,2
South Australia,Australia,2/20/20,2
South Australia,Australia,2/21/20,2
South Australia,Australia,2/22/20,2
South Australia,Australia,2/23/20,2
South Australia,Australia,2/24/20,2
South Australia,Australia,2/25/20,2
South Australia,Australia,2/26/20,2
South Australia,Australia,2/27/20,2
South Australia,Australia,2/28/20,2
South Australia,Australia,2/29/20,2
South Australia,Australia,3/1/20,2
South Australia,Australia,3/2/20,2
South Australia,Australia,3/3/20,2
South Australia,Australia,3/4/20,2
South Australia,Australia,3/5/20,2
South Australia,Australia,3/6/20,2
South Australia,Australia,3/7/20,2
South Australia,Australia,3/8/20,2
South Australia,Australia,3/9/20,2
South Australia,Australia,3/10/20,2
South Australia,Australia,3/11/20,2
South Australia,Australia,3/12/20,2
South Australia,Australia,3/13/20,3
South Australia,Australia,3/14/20,3
South Australia,Australia,3/15/20,3
South Australia,Australia,3/16/20,3
South Australia,Australia,3/17/20,3
South Australia,Australia,3/18/20,3
South Australia,Australia,3/19/20,3
South Australia,Australia,3/20/20,3
South Australia,Australia,3/21/20,3
South Australia,Australia,3/22/20,3
South Australia,Australia,3/23/20,3
South Australia,Australia,3/24/20,3
South Australia,Australia,3/25/20,6
South Australia,Australia,3/26/20,6
South Australia,Australia,3/27/20,6
South Australia,Australia,3/28/20,6
South Australia,Australia,3/29/20,6
South Australia,Australia,3/30/20,6
South Australia,Australia,3/31/20,6
South Australia,Australia,4/1/20,6
South Australia,Australia,4/2/20,6
South Australia,Australia,4/3/20,46
South Australia,Australia,4/4/20,46
South Australia,Australia,4/5/20,46
South Australia,Australia,4/6/20,53
South Australia,Australia,4/7/20,53
South Australia,Australia,4/8/20,53
South Australia,Australia,4/9/20,120
South Australia,Australia,4/10/20,179
South Australia,Australia,4/11/20,179
South Australia,Australia,4/12/20,179
South Australia,Australia,4/13/20,179
South Australia,Australia,4/14/20,240
South Australia,Australia,4/15/20,240
South Australia,Australia,4/16/20,279
South Australia,Australia,4/17/20,331
South Australia,Australia,4/18/20,331
South Australia,Australia,4/19/20,331
South Australia,Australia,4/20/20,369
South Australia,Australia,4/21/20,376
South Australia,Australia,4/22/20,388
South Australia,Australia,4/23/20,394
South Australia,Australia,4/24/20,401
South Australia,Australia,4/25/20,402
South Australia,Australia,4/26/20,411
South Australia,Australia,4/27/20,414
South Australia,Australia,4/28/20,420
South Australia,Australia,4/29/20,420
South Australia,Australia,4/30/20,420
South Australia,Australia,5/1/20,422
South Australia,Australia,5/2/20,427
South Australia,Australia,5/3/20,427
South Australia,Australia,5/4/20,427
South Australia,Australia,5/5/20,429
South Australia,Australia,5/6/20,432
South Australia,Australia,5/7/20,433
South Australia,Australia,5/8/20,433
South Australia,Australia,5/9/20,433
South Australia,Australia,5/10/20,434
South Australia,Australia,5/11/20,434
South Australia,Australia,5/12/20,434
South Australia,Australia,5/13/20,434
South Australia,Australia,5/14/20,434
South Australia,Australia,5/15/20,435
South Australia,Australia,5/16/20,435
South Australia,Australia,5/17/20,435
South Australia,Australia,5/18/20,435
South Australia,Australia,5/19/20,435
South Australia,Australia,5/20/20,435
South Australia,Australia,5/21/20,435
South Australia,Australia,5/22/20,435
South Australia,Australia,5/23/20,435
South Australia,Australia,5/24/20,435
South Australia,Australia,5/25/20,435
South Australia,Australia,5/26/20,435
South Australia,Australia,5/27/20,435
South Australia,Australia,5/28/20,435
South Australia,Australia,5/29/20,435
South Australia,Australia,5/30/20,435
South Australia,Australia,5/31/20,435
South Australia,Australia,6/1/20,435
South Australia,Australia,6/2/20,435
South Australia,Australia,6/3/20,435
South Australia,Australia,6/4/20,436
South Australia,Australia,6/5/20,436
South Australia,Australia,6/6/20,436
South Australia,Australia,6/7/20,436
South Australia,Australia,6/8/20,436
South Australia,Australia,6/9/20,436
South Australia,Australia,6/10/20,436
South Australia,Australia,6/11/20,436
South Australia,Australia,6/12/20,436
South Australia,Australia,6/13/20,436
South Australia,Australia,6/14/20,436
South Australia,Australia,6/15/20,436
South Australia,Australia,6/16/20,436
South Australia,Australia,6/17/20,436
South Australia,Australia,6/18/20,436
South Australia,Australia,6/19/20,436
South Australia,Australia,6/20/20,436
South Australia,Australia,6/21/20,436
South Australia,Australia,6/22/20,436
South Australia,Australia,6/23/20,436
South Australia,Australia,6/24/20,436
South Australia,Australia,6/25/20,436
South Australia,Australia,6/26/20,436
South Australia,Australia,6/27/20,436
South Australia,Australia,6/28/20,436
South Australia,Australia,6/29/20,436
South Australia,Australia,6/30/20,436
South Australia,Australia,7/1/20,436
South Australia,Australia,7/2/20,436
South Australia,Australia,7/3/20,436
South Australia,Australia,7/4/20,436
South Australia,Australia,7/5/20,436
South Australia,Australia,7/6/20,436
South Australia,Australia,7/7/20,436
South Australia,Australia,7/8/20,437
South Australia,Australia,7/9/20,439
South Australia,Australia,7/10/20,439
South Australia,Australia,7/11/20,439
South Australia,Australia,7/12/20,439
South Australia,Australia,7/13/20,439
South Australia,Australia,7/14/20,439
South Australia,Australia,7/15/20,439
South Australia,Australia,7/16/20,440
South Australia,Australia,7/17/20,440
South Australia,Australia,7/18/20,440
South Australia,Australia,7/19/20,440
South Australia,Australia,7/20/20,440
South Australia,Australia,7/21/20,440
South Australia,Australia,7/22/20,441
South Australia,Australia,7/23/20,441
South Australia,Australia,7/24/20,441
South Australia,Australia,7/25/20,441
South Australia,Australia,7/26/20,441
South Australia,Australia,7/27/20,441
South Australia,Australia,7/28/20,441
South Australia,Australia,7/29/20,441
South Australia,Australia,7/30/20,441
South Australia,Australia,7/31/20,443
South Australia,Australia,8/1/20,443
South Australia,Australia,8/2/20,443
South Australia,Australia,8/3/20,443
South Australia,Australia,8/4/20,443
South Australia,Australia,8/5/20,444
South Australia,Australia,8/6/20,445
South Australia,Australia,8/7/20,445
South Australia,Australia,8/8/20,446
South Australia,Australia,8/9/20,447
South Australia,Australia,8/10/20,447
South Australia,Australia,8/11/20,447
South Australia,Australia,8/12/20,449
South Australia,Australia,8/13/20,449
Tasmania,Australia,1/22/20,0
Tasmania,Australia,1/23/20,0
Tasmania,Australia,1/24/20,0
Tasmania,Australia,1/25/20,0
Tasmania,Australia,1/26/20,0
Tasmania,Australia,1/27/20,0
Tasmania,Australia,1/28/20,0
Tasmania,Australia,1/29/20,0
Tasmania,Australia,1/30/20,0
Tasmania,Australia,1/31/20,0
Tasmania,Australia,2/1/20,0
Tasmania,Australia,2/2/20,0
Tasmania,Australia,2/3/20,0
Tasmania,Australia,2/4/20,0
Tasmania,Australia,2/5/20,0
Tasmania,Australia,2/6/20,0
Tasmania,Australia,2/7/20,0
Tasmania,Australia,2/8/20,0
Tasmania,Australia,2/9/20,0
Tasmania,Australia,2/10/20,0
Tasmania,Australia,2/11/20,0
Tasmania,Australia,2/12/20,0
Tasmania,Australia,2/13/20,0
Tasmania,Australia,2/14/20,0
Tasmania,Australia,2/15/20,0
Tasmania,Australia,2/16/20,0
Tasmania,Australia,2/17/20,0
Tasmania,Australia,2/18/20,0
Tasmania,Australia,2/19/20,0
Tasmania,Australia,2/20/20,0
Tasmania,Australia,2/21/20,0
Tasmania,Australia,2/22/20,0
Tasmania,Australia,2/23/20,0
Tasmania,Australia,2/24/20,0
Tasmania,Australia,2/25/20,0
Tasmania,Australia,2/26/20,0
Tasmania,Australia,2/27/20,0
Tasmania,Australia,2/28/20,0
Tasmania,Australia,2/29/20,0
Tasmania,Australia,3/1/20,0
Tasmania,Australia,3/2/20,0
Tasmania,Australia,3/3/20,0
Tasmania,Australia,3/4/20,0
Tasmania,Australia,3/5/20,0
Tasmania,Australia,3/6/20,0
Tasmania,Australia,3/7/20,0
Tasmania,Australia,3/8/20,0
Tasmania,Australia,3/9/20,0
Tasmania,Australia,3/10/20,0
Tasmania,Australia,3/11/20,0
Tasmania,Australia,3/12/20,0
Tasmania,Australia,3/13/20,0
Tasmania,Australia,3/14/20,0
Tasmania,Australia,3/15/20,0
Tasmania,Australia,3/16/20,0
Tasmania,Australia,3/17/20,0
Tasmania,Australia,3/18/20,0
Tasmania,Australia,3/19/20,3
Tasmania,Australia,3/20/20,3
Tasmania,Australia,3/21/20,3
Tasmania,Australia,3/22/20,3
Tasmania,Australia,3/23/20,3
Tasmania,Australia,3/24/20,3
Tasmania,Australia,3/25/20,3
Tasmania,Australia,3/26/20,3
Tasmania,Australia,3/27/20,3
Tasmania,Australia,3/28/20,5
Tasmania,Australia,3/29/20,5
Tasmania,Australia,3/30/20,5
Tasmania,Australia,3/31/20,5
Tasmania,Australia,4/1/20,5
Tasmania,Australia,4/2/20,5
Tasmania,Australia,4/3/20,5
Tasmania,Australia,4/4/20,5
Tasmania,Australia,4/5/20,5
Tasmania,Australia,4/6/20,26
Tasmania,Australia,4/7/20,26
Tasmania,Australia,4/8/20,26
Tasmania,Australia,4/9/20,48
Tasmania,Australia,4/10/20,48
Tasmania,Australia,4/11/20,48
Tasmania,Australia,4/12/20,48
Tasmania,Australia,4/13/20,48
Tasmania,Australia,4/14/20,53
Tasmania,Australia,4/15/20,53
Tasmania,Australia,4/16/20,67
Tasmania,Australia,4/17/20,67
Tasmania,Australia,4/18/20,67
Tasmania,Australia,4/19/20,67
Tasmania,Australia,4/20/20,71
Tasmania,Australia,4/21/20,74
Tasmania,Australia,4/22/20,77
Tasmania,Australia,4/23/20,91
Tasmania,Australia,4/24/20,106
Tasmania,Australia,4/25/20,117
Tasmania,Australia,4/26/20,123
Tasmania,Australia,4/27/20,132
Tasmania,Australia,4/28/20,137
Tasmania,Australia,4/29/20,144
Tasmania,Australia,4/30/20,153
Tasmania,Australia,5/1/20,157
Tasmania,Australia,5/2/20,158
Tasmania,Australia,5/3/20,164
Tasmania,Australia,5/4/20,165
Tasmania,Australia,5/5/20,165
Tasmania,Australia,5/6/20,167
Tasmania,Australia,5/7/20,174
Tasmania,Australia,5/8/20,175
Tasmania,Australia,5/9/20,182
Tasmania,Australia,5/10/20,182
Tasmania,Australia,5/11/20,182
Tasmania,Australia,5/12/20,184
Tasmania,Australia,5/13/20,184
Tasmania,Australia,5/14/20,188
Tasmania,Australia,5/15/20,191
Tasmania,Australia,5/16/20,192
Tasmania,Australia,5/17/20,194
Tasmania,Australia,5/18/20,195
Tasmania,Australia,5/19/20,195
Tasmania,Australia,5/20/20,196
Tasmania,Australia,5/21/20,198
Tasmania,Australia,5/22/20,199
Tasmania,Australia,5/23/20,199
Tasmania,Australia,5/24/20,200
Tasmania,Australia,5/25/20,202
Tasmania,Australia,5/26/20,203
Tasmania,Australia,5/27/20,203
Tasmania,Australia,5/28/20,203
Tasmania,Australia,5/29/20,205
Tasmania,Australia,5/30/20,206
Tasmania,Australia,5/31/20,207
Tasmania,Australia,6/1/20,207
Tasmania,Australia,6/2/20,208
Tasmania,Australia,6/3/20,208
Tasmania,Australia,6/4/20,208
Tasmania,Australia,6/5/20,208
Tasmania,Australia,6/6/20,209
Tasmania,Australia,6/7/20,209
Tasmania,Australia,6/8/20,209
Tasmania,Australia,6/9/20,209
Tasmania,Australia,6/10/20,209
Tasmania,Australia,6/11/20,212
Tasmania,Australia,6/12/20,213
Tasmania,Australia,6/13/20,213
Tasmania,Australia,6/14/20,213
Tasmania,Australia,6/15/20,213
Tasmania,Australia,6/16/20,213
Tasmania,Australia,6/17/20,215
Tasmania,Australia,6/18/20,215
Tasmania,Australia,6/19/20,215
Tasmania,Australia,6/20/20,215
Tasmania,Australia,6/21/20,215
Tasmania,Australia,6/22/20,215
Tasmania,Australia,6/23/20,215
Tasmania,Australia,6/24/20,215
Tasmania,Australia,6/25/20,215
Tasmania,Australia,6/26/20,215
Tasmania,Australia,6/27/20,215
Tasmania,Australia,6/28/20,215
Tasmania,Australia,6/29/20,215
Tasmania,Australia,6/30/20,215
Tasmania,Australia,7/1/20,215
